variant,speed_ratio,seed,safe_frac,captured_frac,chi,chi_local,soc_branch_ratio,soc_topple_steps,soc_pred_entropy_mean,soc_pred_entropy_var,soc_entropy_fluct_mean
baseline,1.1,2,0.4375,0.0078125,0.6118800961278241,0.016803829712340346,0.0,0.0,0.0,0.0,0.0
baseline,1.1,1,0.40625,0.0,0.5911627823576779,5.752870983378189,0.0,0.0,0.0,0.0,0.0
baseline,1.1,0,0.3046875,0.0,3.174622162637467,1.778463609712609,0.0,0.0,0.0,0.0,0.0
baseline,1.1,3,0.34375,0.015625,0.6659989370427161,2.0001288459974287,0.0,0.0,0.0,0.0,0.0
baseline,1.1,4,0.3984375,0.0,0.24857037121457048,5.160882857408254,0.0,0.0,0.0,0.0,0.0
baseline,1.1,7,0.40625,0.0078125,2.51925080217214,0.09955824125136155,0.0,0.0,0.0,0.0,0.0
baseline,1.1,6,0.328125,0.0078125,0.7883329846100217,0.6834628448770403,0.0,0.0,0.0,0.0,0.0
baseline,1.1,5,0.3125,0.015625,2.258072912206466,2.289296726112792,0.0,0.0,0.0,0.0,0.0
baseline,1.1,9,0.3671875,0.0078125,1.9710902438609181,0.36809260390023807,0.0,0.0,0.0,0.0,0.0
baseline,1.1,8,0.40625,0.0,1.6626087842237511,4.778083340411108,0.0,0.0,0.0,0.0,0.0
baseline,1.1,10,0.3203125,0.0,1.1862904661783094,2.4157279769676405,0.0,0.0,0.0,0.0,0.0
baseline,1.1,11,0.421875,0.0078125,0.5077860520471783,6.109139864108941,0.0,0.0,0.0,0.0,0.0
baseline,1.1,12,0.3984375,0.0,1.2826940448248294,0.3362000399490335,0.0,0.0,0.0,0.0,0.0
baseline,1.1,13,0.3515625,0.0,0.5379122432910084,2.615606681325891,0.0,0.0,0.0,0.0,0.0
baseline,1.1,15,0.375,0.0234375,0.8510161262642404,1.9737632997894816,0.0,0.0,0.0,0.0,0.0
baseline,1.1,14,0.4140625,0.015625,3.3557803858486945,5.637837261964448,0.0,0.0,0.0,0.0,0.0
baseline,1.1,17,0.3984375,0.0,0.35300188739171545,0.27183690069622723,0.0,0.0,0.0,0.0,0.0
baseline,1.1,16,0.3515625,0.0078125,3.004179733726111,2.0593780391202166,0.0,0.0,0.0,0.0,0.0
baseline,1.1,18,0.359375,0.0078125,0.868443317197181,2.5867694488288238,0.0,0.0,0.0,0.0,0.0
baseline,1.1,20,0.375,0.0,0.13332354604338575,3.6510270165063865,0.0,0.0,0.0,0.0,0.0
baseline,1.1,19,0.3828125,0.0078125,1.1379581473523026,4.175316814194511,0.0,0.0,0.0,0.0,0.0
baseline,1.1,22,0.4296875,0.0078125,1.4829103148031868,2.336797830819833,0.0,0.0,0.0,0.0,0.0
baseline,1.1,23,0.421875,0.0,2.4963926250061936,0.8934231454122123,0.0,0.0,0.0,0.0,0.0
baseline,1.1,21,0.3515625,0.0078125,1.278374663563318,0.010470185532701964,0.0,0.0,0.0,0.0,0.0
baseline,1.1,24,0.4140625,0.0078125,0.38770330258538926,0.10087333282077024,0.0,0.0,0.0,0.0,0.0
baseline,1.1,25,0.3515625,0.0078125,5.387956594248408,1.5904406543825271,0.0,0.0,0.0,0.0,0.0
baseline,1.1,27,0.40625,0.015625,3.6389083389945722,0.20272889673274544,0.0,0.0,0.0,0.0,0.0
baseline,1.1,26,0.421875,0.0078125,0.49031442907823825,1.1018781186822963,0.0,0.0,0.0,0.0,0.0
baseline,1.1,28,0.3984375,0.0078125,0.6888666745048289,0.0020829161911680993,0.0,0.0,0.0,0.0,0.0
baseline,1.3,1,0.3046875,0.21875,3.4531701153443093,0.0007603257528767354,0.0,0.0,0.0,0.0,0.0
baseline,1.1,29,0.4609375,0.0,1.8536251336145688,0.8912995400824936,0.0,0.0,0.0,0.0,0.0
baseline,1.3,0,0.3046875,0.140625,1.291610031218876,1.3177955171829356,0.0,0.0,0.0,0.0,0.0
baseline,1.3,2,0.328125,0.2890625,0.5659261609229339,0.25847880183525346,0.0,0.0,0.0,0.0,0.0
baseline,1.3,3,0.34375,0.15625,1.4269315437075092,0.044583761672148614,0.0,0.0,0.0,0.0,0.0
baseline,1.3,4,0.3671875,0.171875,0.8424635487718234,4.842511265707221,0.0,0.0,0.0,0.0,0.0
baseline,1.3,5,0.3359375,0.25,2.4881202997449945,3.65826636744363,0.0,0.0,0.0,0.0,0.0
baseline,1.3,7,0.3046875,0.2109375,0.4524696267874129,0.9459955735443878,0.0,0.0,0.0,0.0,0.0
baseline,1.3,8,0.359375,0.2265625,1.9185439840724963,0.005558185579407939,0.0,0.0,0.0,0.0,0.0
baseline,1.3,6,0.3828125,0.140625,1.5639560051874917,0.007096870593758345,0.0,0.0,0.0,0.0,0.0
baseline,1.3,9,0.3828125,0.25,1.3303925634579585,0.004500592019412859,0.0,0.0,0.0,0.0,0.0
baseline,1.3,10,0.359375,0.203125,0.4498055113180043,1.1058247140174624e-05,0.0,0.0,0.0,0.0,0.0
baseline,1.3,11,0.2578125,0.203125,0.2661583850688678,1.593011428188852,0.0,0.0,0.0,0.0,0.0
baseline,1.3,12,0.3515625,0.2265625,1.4991523518116632,1.9113316548739905,0.0,0.0,0.0,0.0,0.0
baseline,1.3,13,0.265625,0.21875,0.937536238245599,1.3920421481005025,0.0,0.0,0.0,0.0,0.0
baseline,1.3,16,0.390625,0.2109375,2.414894739600194,5.557663067793323e-06,0.0,0.0,0.0,0.0,0.0
baseline,1.3,14,0.4296875,0.15625,3.93401048971731,1.7048069621635735,0.0,0.0,0.0,0.0,0.0
baseline,1.3,15,0.2734375,0.234375,3.6923985570515665,1.1572351544111714,0.0,0.0,0.0,0.0,0.0
baseline,1.3,17,0.359375,0.125,1.4163418950452138,0.7584553988024393,0.0,0.0,0.0,0.0,0.0
baseline,1.3,18,0.359375,0.2578125,4.877643760875478,1.9651565547569818,0.0,0.0,0.0,0.0,0.0
baseline,1.3,20,0.3125,0.2578125,1.5968877811547093,1.6964237406682026,0.0,0.0,0.0,0.0,0.0
baseline,1.3,19,0.359375,0.28125,0.3448109777860454,3.710210422986982,0.0,0.0,0.0,0.0,0.0
baseline,1.3,23,0.3671875,0.2265625,0.9940236359851561,3.3711871239308824,0.0,0.0,0.0,0.0,0.0
baseline,1.3,21,0.328125,0.21875,0.6766258776200661,2.4898980004661873,0.0,0.0,0.0,0.0,0.0
baseline,1.3,22,0.3125,0.1875,0.2541761360091826,1.4496573260351042,0.0,0.0,0.0,0.0,0.0
baseline,1.3,24,0.34375,0.2109375,0.9370903558121999,1.0780318459715148,0.0,0.0,0.0,0.0,0.0
baseline,1.3,25,0.390625,0.203125,1.064727696031517,0.2277823558545819,0.0,0.0,0.0,0.0,0.0
baseline,1.3,27,0.359375,0.203125,1.2635643903162588,1.0510597463294125,0.0,0.0,0.0,0.0,0.0
baseline,1.3,26,0.25,0.21875,0.32393815520506947,2.471625158093419,0.0,0.0,0.0,0.0,0.0
baseline,1.3,28,0.40625,0.1171875,1.005568865432445,0.49260100363802006,0.0,0.0,0.0,0.0,0.0
baseline,1.3,29,0.3125,0.1796875,2.909172201817388,0.05709036654011269,0.0,0.0,0.0,0.0,0.0
soc_v3_no_entropy,1.1,2,0.15625,0.25,0.9511008969024966,0.031074919990461053,1.0881623722675682,556.0,0.6257195671960186,0.04312723857829212,0.09300837434875117
soc_v3_no_entropy,1.1,3,0.234375,0.203125,2.782760469969946,0.0009983871509898757,1.0815633058307512,542.0,0.6235634391908322,0.039501567134727356,0.09073600880222543
soc_v3_no_entropy,1.1,0,0.1328125,0.171875,2.769952353763006,0.6320126233088871,1.054335019389041,491.0,0.5739480285920713,0.04047525305902298,0.08196280439276092
soc_v3_no_entropy,1.1,1,0.1640625,0.1484375,2.8473346783176368,0.2586081410417716,1.0716520593632883,504.0,0.5814079388850143,0.03843480773609782,0.08319740906118668
soc_v3_no_entropy,1.1,4,0.2734375,0.1875,1.2768235570146405,0.002382649621199345,1.0802310277176574,544.0,0.6100810670370801,0.041683293592679735,0.08832368916792731
soc_v3_no_entropy,1.1,5,0.140625,0.2109375,2.8680031542287683,0.015069857803221554,1.0613357935120622,507.0,0.5897531270747323,0.0402700520721154,0.08565534540759108
soc_v3_no_entropy,1.1,6,0.09375,0.21875,10.322961309771058,0.13772610624843115,1.060172036724011,568.0,0.6379011024383597,0.03986653829400686,0.09613283452262593
soc_v3_no_entropy,1.1,7,0.0625,0.1640625,2.1087354836756664,0.00017391732385310806,1.110465995743963,517.0,0.608928124156589,0.041764696706924294,0.08829800185060876
soc_v3_no_entropy,1.1,9,0.140625,0.2265625,3.872204593905878,0.00011105226122615618,1.0542585358089733,497.0,0.5558879476658543,0.03610857935941676,0.07681843353955078
soc_v3_no_entropy,1.1,12,0.1171875,0.1953125,3.330892996183972,0.016077213655059763,1.0742015316168616,496.0,0.6010965354582523,0.037835998162031044,0.08828467112658572
soc_v3_no_entropy,1.1,10,0.1953125,0.203125,5.934545037093213,0.03411446882733732,1.1119013072040067,527.0,0.5824873872070513,0.03956963416250013,0.08245940185156311
soc_v3_no_entropy,1.1,8,0.1796875,0.1171875,4.6080578575511675,0.0014158063057035652,1.067359599670453,515.0,0.6101734228821545,0.04271512820389551,0.08878268262488476
soc_v3_no_entropy,1.1,15,0.234375,0.2578125,4.174023029132698,0.21297652341493478,1.0718778265731452,530.0,0.6090029697377433,0.04149755827046147,0.09081341276263885
soc_v3_no_entropy,1.1,13,0.1953125,0.109375,3.1790253151271695,1.3562393907509769,1.06173607981279,512.0,0.578633925440266,0.040029737783951864,0.0830308594553488
soc_v3_no_entropy,1.1,14,0.2265625,0.1640625,4.549835493254791,0.0001738130083706867,1.0554312213960373,536.0,0.5932290309080556,0.04207827869492303,0.08740693069396786
soc_v3_no_entropy,1.1,11,0.078125,0.1328125,5.191145802325777,0.4119457394160761,1.09295459542081,507.0,0.5599242953127858,0.03687248719931424,0.07697569249587129
soc_v3_no_entropy,1.1,16,0.2578125,0.21875,3.0519029313138564,4.7150510407134114e-05,1.0771778162621342,523.0,0.5957373597539011,0.03898766882237171,0.08493269341171393
soc_v3_no_entropy,1.1,19,0.1484375,0.2109375,1.9474934178283747,0.09078886404802336,1.0453236857905566,511.0,0.5896194982845988,0.041836572091179525,0.08388592476290366
soc_v3_no_entropy,1.1,18,0.15625,0.234375,5.692081438450633,6.569545560108819e-05,1.0873031723621278,495.0,0.6251878719400069,0.037316743758251454,0.09058594542238546
soc_v3_no_entropy,1.1,17,0.1171875,0.0703125,9.147550094305362,0.0022801270395282373,1.0862186972958336,421.0,0.5858843343512257,0.04066222433537996,0.08491409040121697
soc_v3_no_entropy,1.1,21,0.140625,0.2109375,4.654341983965741,0.000423671732109894,1.0767412284995364,583.0,0.6507077927471665,0.0395345423216632,0.09796008354162483
soc_v3_no_entropy,1.1,22,0.15625,0.1640625,3.4521352800625293,3.410789594341168e-05,1.0562918436696223,499.0,0.5846733264996993,0.041369310745689725,0.08192879057740331
soc_v3_no_entropy,1.1,20,0.1015625,0.171875,2.2080831520607105,0.4158304327442439,1.10775969904282,570.0,0.6579358487278713,0.03764678610069602,0.09827289192480639
soc_v3_no_entropy,1.1,23,0.1171875,0.1171875,3.6694392850875017,0.0004911479755773045,1.0997599504055544,453.0,0.625068045116148,0.03979099406423736,0.09195301703130974
soc_v3_no_entropy,1.1,24,0.1796875,0.1484375,5.874299949104362,3.465888065108019e-05,1.0792587990241476,518.0,0.5678665312703521,0.0437224417056049,0.07826511106598623
soc_v3_no_entropy,1.3,1,0.0390625,0.609375,3.181821018076577,0.0021822625220951674,1.0916721299614887,525.0,0.5873434433707998,0.04063078218031844,0.0866037946532324
soc_v3_no_entropy,1.1,27,0.15625,0.1640625,7.035717606081487,2.6303477373209954,1.0970319678979952,447.0,0.5931376965331357,0.03831589653487954,0.08484460337137634
soc_v3_no_entropy,1.3,0,0.203125,0.2734375,4.691825762632368,5.534426526812151e-09,1.0630567968790667,468.0,0.5598830203535679,0.03842772906266486,0.07718429988092773
soc_v3_no_entropy,1.1,25,0.1328125,0.1875,5.793363012786702,0.09953098954982183,1.09372186061126,558.0,0.6223516609902261,0.039700443285651206,0.0901184303905314
soc_v3_no_entropy,1.1,26,0.125,0.171875,1.593649983084819,3.7452160337257516,1.083551028940555,540.0,0.6042843033109061,0.039218584976922065,0.08788322104423872
soc_v3_no_entropy,1.1,29,0.125,0.2734375,3.1015738667784563,0.06755461011216748,1.06131203826669,571.0,0.6326974810604171,0.04051020362775551,0.09371720899137789
soc_v3_no_entropy,1.1,28,0.1875,0.15625,6.3091413258056885,0.018356854947804063,1.067245898506934,528.0,0.6181185399052009,0.045397031524265,0.09147447443479474
soc_v3_no_entropy,1.3,2,0.1171875,0.59375,4.949095972091778,3.4875283087341845e-05,1.0746057605918486,553.0,0.6029292137226098,0.043040636944120636,0.08798834652340146
soc_v3_no_entropy,1.3,4,0.1328125,0.5078125,1.4397156199279304,2.464327265682777e-08,1.091614164347416,501.0,0.554032919994357,0.041477791321855806,0.07551941329957744
soc_v3_no_entropy,1.3,7,0.1875,0.421875,1.220525240308489,0.0034222324934128773,1.0922765865261193,509.0,0.6014949821566865,0.0445713442022,0.08573879366890287
soc_v3_no_entropy,1.3,9,0.203125,0.4140625,5.091886365130997,2.051131689087412e-12,1.0691593814862823,462.0,0.5250021253947327,0.033876802759563486,0.06996436703487725
soc_v3_no_entropy,1.3,3,0.078125,0.515625,3.7197814658092354,0.03187037884259672,1.064444235934247,531.0,0.5465689810309182,0.03891762985817746,0.07486834709731345
soc_v3_no_entropy,1.3,5,0.1171875,0.421875,4.384842314103842,2.620063140168017e-05,1.0752796235750781,529.0,0.5632959517494776,0.03726081942628278,0.08111687866213373
soc_v3_no_entropy,1.3,8,0.1640625,0.453125,2.8737199029634795,0.0005883567509632301,1.066688968132046,461.0,0.5705035692635411,0.041575078111328274,0.08322618992843592
soc_v3_no_entropy,1.3,6,0.046875,0.3671875,7.238323207385414,0.001013406794075286,1.0793516140929744,476.0,0.6020568254719295,0.0368342711244345,0.08971925736381618
soc_v3_no_entropy,1.3,10,0.09375,0.453125,5.443653201183516,0.006828042673316518,1.1270944664120581,522.0,0.5663899593358817,0.04174025183575249,0.07800587526660277
soc_v3_no_entropy,1.3,12,0.1796875,0.5234375,0.7075967021960047,0.09778234141659606,1.0724116683288125,504.0,0.6211105662065177,0.04199608710393052,0.09378035485373232
soc_v3_no_entropy,1.3,11,0.0625,0.609375,1.2389718822631441,4.422730262466725e-08,1.0608824839721265,529.0,0.5696215276826058,0.03975517280832436,0.08385061814652076
soc_v3_no_entropy,1.3,14,0.2265625,0.3671875,6.340592299193302,8.305789881048863e-08,1.102283671506909,384.0,0.5226172785328845,0.0324165344111712,0.07279988584360575
soc_v3_no_entropy,1.3,13,0.109375,0.59375,4.372831472752685,0.0008591576025728794,1.088972053492799,561.0,0.5995781709063593,0.04192870224882308,0.09034831009189247
soc_v3_no_entropy,1.3,15,0.2265625,0.4296875,9.315035736198482,1.7323859939438932e-05,1.0871066290042222,487.0,0.612230741061084,0.040465816298654485,0.08981871635100523
soc_v3_no_entropy,1.3,16,0.171875,0.453125,4.288654071580953,5.356629842464051e-22,1.0869924449493018,471.0,0.5450328118247207,0.03140758527120444,0.07448117692687369
soc_v3_no_entropy,1.3,17,0.1484375,0.421875,3.3671935897361034,0.5582860836803388,1.0665770083943322,477.0,0.5548784888619972,0.03699592555117297,0.07543831746902865
soc_v3_no_entropy,1.3,21,0.109375,0.5703125,1.2482746996504361,1.8449462689219087e-05,1.0648483757190594,511.0,0.5961009735689315,0.04110445244984326,0.08826944335038284
soc_v3_no_entropy,1.3,18,0.1015625,0.34375,3.744024730521334,5.036683140078128e-09,1.0601219915671622,487.0,0.5821561540319171,0.037315689782133316,0.08123561293411373
soc_v3_no_entropy,1.3,20,0.1328125,0.4609375,0.8209612700236911,3.780034905376013e-09,1.09589188835653,452.0,0.594647536535609,0.03840874466952929,0.08687327484366869
soc_v3_no_entropy,1.3,19,0.0859375,0.4140625,3.2594504729155016,0.18541405306100697,1.1019437791055247,485.0,0.5416551755270391,0.03715338076852828,0.0741839875268162
soc_v3_no_entropy,1.3,23,0.125,0.625,4.4276238867028574,0.010948536313429243,1.0691430091481289,562.0,0.6136375971909812,0.04286276751893014,0.09202409301556978
soc_v3_no_entropy,1.3,22,0.125,0.3984375,1.4105251943383252,0.0076904067329017275,1.0936090567750039,449.0,0.5704625608380516,0.041667558786836416,0.08019907239706502
soc_v3_no_entropy,1.3,24,0.1640625,0.5,1.3653099910648228,0.0017037855218221642,1.0789145289366888,549.0,0.6166799356808256,0.04337431111906445,0.08813599380063372
soc_v3_no_entropy,1.3,25,0.078125,0.2890625,6.7643028463613195,7.773754385370295e-09,1.1282134983082082,387.0,0.5625598038751053,0.03627483215852551,0.07873724464082206
soc_v3_no_entropy,1.3,27,0.0703125,0.5234375,5.865398625518923,6.710644010634142e-17,1.0781240045905802,487.0,0.5681081773170474,0.03671070634395088,0.08079211394215403
soc_v3_no_entropy,1.3,26,0.1484375,0.3828125,6.46016206535846,4.499018576244635e-06,1.062638569175571,466.0,0.543426284437659,0.03441865621684263,0.07335825484896899
soc_v3_no_entropy,1.3,29,0.0859375,0.625,0.5219575825985135,4.975540563946512e-05,1.0728996142310256,545.0,0.5880312642806219,0.04276457101936954,0.08708351792695952
soc_v3_no_entropy,1.3,28,0.09375,0.4609375,4.573040968099846,1.3602586674630313,1.082295545037532,511.0,0.5601874281896384,0.0404555798653411,0.08032433036528909
soc_v3_entropy_mid,1.1,1,0.5078125,0.0390625,1.8981494247805408,0.05325389405829463,1.0326327371696413,600.0,0.6690861988985879,0.03931115052386344,0.08074437753944948
soc_v3_entropy_mid,1.1,3,0.3984375,0.0390625,1.21208102453434,4.809753472788955,1.0538512945809095,598.0,0.6450536052063721,0.03974802887803244,0.07384935430766619
soc_v3_entropy_mid,1.1,0,0.4296875,0.046875,1.4961297740256012,0.10263019335490259,1.0221539378605453,600.0,0.6699743350845329,0.040845414915790856,0.07942225011986785
soc_v3_entropy_mid,1.1,5,0.4453125,0.0703125,2.956646632848909,0.014959655010116023,1.0339263315921203,600.0,0.6499589731606554,0.039886903237629834,0.07691324589980318
soc_v3_entropy_mid,1.1,7,0.4296875,0.03125,1.7544785466863626,1.2702101183997443e-05,1.038410329805992,600.0,0.6459624930879173,0.041332042696614515,0.07596825109092838
soc_v3_entropy_mid,1.1,4,0.328125,0.03125,1.8330039130273685,0.17088745547315146,1.0288430828935824,600.0,0.6470354076878096,0.04110319031523655,0.07803302664101555
soc_v3_entropy_mid,1.1,6,0.3515625,0.015625,3.3599417224499497,1.2821235855287578,1.0248842903627289,600.0,0.65270019358504,0.041015510027025866,0.07955737785410152
soc_v3_entropy_mid,1.1,2,0.328125,0.0234375,1.3506695510296247,0.9605281706867885,1.030037240063785,600.0,0.660111996426701,0.036435045785612165,0.07752034841259584
soc_v3_entropy_mid,1.1,9,0.40625,0.0390625,1.7993927538273216,0.24606318795525023,1.0432781673956917,600.0,0.6530821053450062,0.037352893800403804,0.07519135829945081
soc_v3_entropy_mid,1.1,12,0.4921875,0.046875,0.7018391063770143,0.04446287259580178,1.0281971013958635,600.0,0.6535546105577476,0.042447775975838264,0.07699503771988274
soc_v3_entropy_mid,1.1,14,0.421875,0.0234375,1.4743972837858246,1.639574922841189,1.0309798312772174,600.0,0.6482751484600174,0.03893399014428487,0.07663066398485661
soc_v3_entropy_mid,1.1,10,0.3828125,0.03125,1.6824657686351219,1.3951138250064856,1.0256721738069594,600.0,0.6675418019301672,0.040017101178877655,0.07943707022040404
soc_v3_entropy_mid,1.1,11,0.4140625,0.0234375,1.5042126116445056,0.2887752225076434,1.0272139415696813,600.0,0.6578277394026113,0.04357201144519124,0.07834584761495732
